Airline,Source,Dest,Stops,Info,Price,Day,Month,Distance(km),Duration
Multiple carriers,DEL,COK,2,0,19360,18,5,2325.49,460
Jet Airways,BLR,DEL,1,1,9134,15,3,1971.87,1235
Multiple carriers,DEL,COK,1,0,13587,24,6,2201.6,420
Jet Airways,DEL,COK,1,0,15554,9,5,2201.6,1530
Jet Airways,BLR,DEL,0,0,7229,9,3,1709.71,160
IndiGo,DEL,COK,1,0,7514,6,3,2084.71,825
Multiple carriers,DEL,COK,1,0,13587,6,6,2201.6,780
Jet Airways,BLR,DEL,0,1,7229,9,6,1709.71,180
Jet Airways,DEL,COK,1,1,10262,1,6,2201.6,1570
IndiGo,DEL,COK,1,0,14871,3,3,2201.6,810
Multiple carriers,DEL,COK,1,0,10529,27,5,2201.6,615
IndiGo,DEL,COK,1,0,6442,12,6,2084.71,895
IndiGo,CCU,BLR,1,0,5170,21,5,1662.88,290
IndiGo,DEL,COK,1,0,6442,15,5,2084.71,895
IndiGo,BLR,DEL,0,0,3419,27,5,1709.71,175
Jet Airways,BLR,DEL,1,0,17261,6,3,1971.87,830
SpiceJet,MAA,CCU,0,2,3543,24,6,1387.26,135
Air Asia,BLR,DEL,0,0,3383,12,5,1709.71,165
Air India,DEL,COK,2,0,9181,24,6,2993.19,1275
Jet Airways,BLR,DEL,1,1,11087,12,3,1971.87,990
Jet Airways,BLR,DEL,0,0,7229,18,4,1709.71,180
Multiple carriers,DEL,COK,1,0,11249,9,3,2201.6,870
Jet Airways,BLR,DEL,1,0,16736,6,3,1971.87,960
Jet Airways,DEL,COK,1,1,10262,24,6,2201.6,655
Jet Airways,DEL,COK,1,1,10262,1,6,2201.6,300
Jet Airways,BOM,HYD,0,0,5678,15,5,623.54,85
Multiple carriers,DEL,COK,1,0,8307,21,3,2201.6,390
Air India,DEL,COK,1,0,7690,18,5,2278.33,965
Jet Airways,DEL,COK,2,0,16704,18,5,2263.95,1390
Air India,DEL,COK,1,0,10315,9,3,2201.6,1660
Jet Airways,DEL,COK,2,0,15129,27,5,2206.24,1615
Air India,CCU,BLR,1,0,12173,24,3,3022.67,1555
Air India,CCU,BLR,1,0,4227,3,4,1662.88,965
IndiGo,BLR,DEL,0,0,3943,12,6,1709.71,165
Jet Airways,BLR,DEL,0,1,7229,1,6,1709.71,175
Vistara,CCU,BLR,1,0,8610,15,5,3022.67,790
IndiGo,BLR,DEL,0,0,7303,9,3,1709.71,175
Jet Airways,BLR,DEL,1,1,10972,18,3,1971.87,780
Multiple carriers,DEL,COK,1,0,7670,18,5,2201.6,640
Air India,DEL,COK,1,0,8372,15,5,2201.6,555
IndiGo,DEL,COK,1,0,6628,1,6,2201.6,630
Jet Airways,DEL,COK,1,1,10262,9,6,2201.6,1415
Jet Airways,CCU,BLR,1,0,14178,24,5,2500.36,1010
Jet Airways,DEL,COK,2,1,8518,27,3,3860.03,820
Jet Airways,DEL,COK,2,0,13376,24,6,2600.67,1320
Vistara,CCU,BLR,1,0,8452,12,6,3022.67,1065
Jet Airways,DEL,COK,1,0,18371,24,6,2201.6,620
SpiceJet,BOM,HYD,0,2,1965,3,4,623.54,90
Jet Airways,DEL,COK,2,1,10368,1,6,2206.24,1025
Jet Airways,CCU,BLR,1,0,11467,6,5,3022.67,1295
Jet Airways,CCU,BLR,1,0,14781,9,5,2500.36,730
Air India,BOM,HYD,1,0,9535,6,3,1289.77,780
Air India,BOM,HYD,0,0,2050,3,4,623.54,80
Jet Airways,DEL,COK,2,1,10368,12,6,2206.24,535
Jet Airways,CCU,BLR,1,1,10031,24,3,2500.36,850
SpiceJet,CCU,BLR,0,0,4491,21,4,1547.27,145
Jet Airways,BLR,DEL,0,0,7229,15,5,1709.71,180
SpiceJet,BLR,DEL,1,0,11401,3,3,1878.77,475
IndiGo,MAA,CCU,0,0,3597,27,6,1387.26,140
Vistara,CCU,BLR,1,0,7927,12,6,3022.67,965
SpiceJet,CCU,BLR,0,0,4174,1,5,1547.27,145
Air India,CCU,BLR,1,0,10203,1,5,3022.67,555
Vistara,CCU,BLR,1,0,8610,9,5,3022.67,790
Jet Airways,BLR,DEL,0,1,5769,12,6,1709.71,175
IndiGo,CCU,BLR,0,0,5644,1,5,1547.27,155
Jet Airways,BLR,DEL,0,1,5769,3,6,1709.71,180
Jet Airways,BLR,DEL,0,0,7229,15,5,1709.71,165
IndiGo,CCU,BLR,1,0,4226,9,6,1654.62,240
IndiGo,BLR,DEL,1,0,4588,9,3,1722.67,300
Jet Airways,BOM,HYD,0,1,4995,21,5,623.54,90
Jet Airways,DEL,COK,1,1,5406,1,4,2201.6,1145
SpiceJet,CCU,BLR,0,0,3873,24,6,1547.27,150
Jet Airways,DEL,COK,1,0,17024,6,3,2201.6,440
SpiceJet,DEL,COK,1,2,5158,9,6,2130.78,270
Jet Airways,BOM,HYD,0,0,8040,1,5,623.54,90
Jet Airways,CCU,BLR,1,1,10844,18,5,2500.36,635
Air India,MAA,CCU,0,0,4667,12,5,1387.26,135
Jet Airways,BOM,HYD,0,0,5678,3,4,623.54,90
Air India,CCU,BLR,2,0,12513,12,5,3045.77,875
Jet Airways,BLR,DEL,0,0,8016,27,6,1709.71,180
SpiceJet,MAA,CCU,0,2,3543,1,6,1387.26,140
Jet Airways,DEL,COK,1,1,5963,21,3,2201.6,655
Jet Airways,CCU,BLR,1,0,14781,18,5,2500.36,475
Jet Airways,DEL,COK,1,1,12373,18,5,2201.6,1655
Jet Airways,BOM,HYD,0,1,3210,1,6,623.54,90
Jet Airways,BLR,DEL,1,1,9134,15,3,1971.87,760
Jet Airways,DEL,COK,2,1,10919,6,6,2600.67,830
IndiGo,BOM,HYD,0,0,4575,1,5,623.54,90
IndiGo,DEL,COK,0,0,5601,15,6,2048.6,195
Jet Airways,CCU,BLR,1,0,14151,18,5,3022.67,395
Air India,CCU,BLR,2,0,10151,6,5,2578.2,1195
Vistara,BLR,DEL,0,0,5403,18,4,1709.71,170
IndiGo,DEL,COK,1,0,6147,27,5,2077.09,345
IndiGo,CCU,BLR,0,0,4804,27,6,1547.27,150
Multiple carriers,DEL,COK,1,0,8371,27,3,2201.6,620
Jet Airways,DEL,COK,2,0,13014,9,6,2206.24,535
Air Asia,BLR,DEL,0,0,3383,24,5,1709.71,170
SpiceJet,MAA,CCU,0,0,7298,6,3,1387.26,140
Jet Airways,BLR,DEL,0,1,4544,3,4,1709.71,180
Multiple carriers,DEL,COK,1,0,15147,6,3,2201.6,395
Multiple carriers,DEL,COK,1,0,10782,9,3,2201.6,900
IndiGo,DEL,COK,1,0,6027,15,5,2077.09,290
Jet Airways,DEL,COK,2,1,10919,6,6,2600.67,830
Air India,DEL,COK,1,0,6681,27,3,2077.09,1565
IndiGo,BLR,DEL,0,0,3943,24,6,1709.71,170
Jet Airways,DEL,COK,1,1,12898,27,5,2201.6,885
IndiGo,DEL,COK,1,0,6628,6,6,2201.6,415
Air India,DEL,COK,1,0,5022,3,4,2077.09,1590
Air India,DEL,COK,2,0,12698,3,6,2671.33,1470
Air Asia,DEL,COK,1,0,10794,9,6,2077.09,625
IndiGo,DEL,COK,1,0,6416,9,6,2201.6,575
SpiceJet,CCU,BLR,0,0,4622,9,3,1547.27,140
IndiGo,BLR,DEL,0,0,3943,27,5,1709.71,170
Air Asia,CCU,BLR,0,0,4508,6,6,1547.27,150
Vistara,CCU,BLR,1,0,8452,12,6,3022.67,930
Air India,CCU,BLR,2,0,13437,12,5,3664.88,970
Vistara,MAA,CCU,0,0,11982,18,5,1387.26,140
Jet Airways,CCU,BLR,1,1,10844,24,5,2500.36,1025
Jet Airways,DEL,COK,2,0,15129,9,5,2206.24,1125
Jet Airways,DEL,COK,1,0,14714,27,6,2201.6,300
IndiGo,DEL,COK,1,0,6093,27,6,2201.6,860
IndiGo,DEL,COK,1,0,5307,6,4,2201.6,505
GoAir,DEL,COK,1,0,10188,15,5,2201.6,310
Jet Airways,CCU,BLR,1,0,14571,6,6,2500.36,735
Jet Airways,DEL,COK,2,0,10976,27,3,2263.95,555
Jet Airways,CCU,BLR,1,1,10844,24,5,2500.36,590
IndiGo,CCU,BLR,0,0,4488,9,4,1547.27,155
Air India,DEL,COK,1,0,8582,24,5,2201.6,1215
Jet Airways,DEL,COK,1,1,10262,24,6,2201.6,1010
Vistara,CCU,BLR,1,0,8662,6,5,3022.67,1065
IndiGo,BLR,DEL,0,0,4777,24,3,1709.71,165
Jet Airways,BOM,HYD,0,1,2071,27,3,623.54,90
Jet Airways,BLR,DEL,1,1,11087,12,3,1971.87,980
Air India,BLR,DEL,0,0,5228,18,4,1709.71,170
Jet Airways,CCU,BLR,1,0,12996,1,4,2500.36,590
Jet Airways,BLR,DEL,1,0,16736,6,3,1971.87,900
Jet Airways,CCU,BLR,1,0,13941,1,5,2500.36,910
Air India,BLR,DEL,1,0,9166,15,3,3496.76,500
Air India,DEL,COK,1,0,12677,3,3,2427.24,1535
Air India,MAA,CCU,0,0,4405,24,3,1387.26,135
Jet Airways,CCU,BLR,1,0,12121,6,5,3022.67,840
Air India,BLR,DEL,0,0,6121,6,6,1709.71,170
Jet Airways,CCU,BLR,1,0,14388,18,5,2500.36,1495
Jet Airways,CCU,BLR,1,0,11467,1,4,3022.67,870
Jet Airways,BLR,DEL,1,0,13817,12,3,1971.87,780
Air India,BOM,HYD,0,0,3100,6,5,623.54,75
Multiple carriers,DEL,COK,1,0,8266,21,5,2201.6,455
Jet Airways,CCU,BLR,1,0,13759,24,3,2500.36,1660
IndiGo,BLR,DEL,0,0,3943,9,6,1709.71,170
Multiple carriers,DEL,COK,1,0,12327,27,3,2201.6,440
IndiGo,BOM,HYD,0,0,4049,12,6,623.54,90
SpiceJet,BLR,DEL,0,2,3573,1,6,1709.71,175
Air Asia,CCU,BLR,0,0,4409,15,5,1547.27,150
Air India,DEL,COK,2,0,6565,27,3,2292.07,1580
IndiGo,CCU,BLR,0,0,4174,15,4,1547.27,160
Jet Airways,BLR,DEL,0,1,4030,24,5,1709.71,180
Air Asia,CCU,BLR,0,0,4082,21,3,1547.27,155
Air India,CCU,BLR,2,0,6117,24,5,1683.75,1555
Jet Airways,BLR,DEL,1,1,6163,21,3,1914.9,390
Jet Airways,DEL,COK,1,1,6540,27,3,2201.6,745
SpiceJet,CCU,BLR,1,0,4649,12,5,1654.62,315
Jet Airways,DEL,COK,1,1,10262,9,6,2201.6,1270
Vistara,BLR,DEL,0,0,5613,6,4,1709.71,165
IndiGo,BLR,DEL,0,0,6144,24,3,1709.71,180
Jet Airways,CCU,BLR,1,0,13067,12,5,3022.67,1745
Vistara,BLR,DEL,0,0,7608,3,3,1709.71,175
Multiple carriers,DEL,COK,1,0,7198,9,6,2201.6,930
Jet Airways,CCU,BLR,1,0,13941,15,5,2500.36,425
Jet Airways,DEL,COK,2,1,10368,9,6,2206.24,1125
SpiceJet,MAA,CCU,0,2,3543,27,6,1387.26,135
IndiGo,CCU,BLR,0,0,4462,27,3,1547.27,160
Air India,CCU,BLR,2,0,8005,24,3,1838.55,470
Jet Airways,CCU,BLR,1,1,7064,1,4,2500.36,1660
Jet Airways,CCU,BLR,1,0,12121,1,5,3022.67,1480
Air India,DEL,COK,2,0,8918,9,5,2206.24,435
Air India,CCU,BLR,1,0,8891,12,5,2500.36,745
Air India,CCU,BLR,1,0,10203,1,5,3022.67,375
Multiple carriers,DEL,COK,1,0,8073,15,5,2201.6,480
IndiGo,DEL,COK,1,0,11237,3,3,2084.71,370
Jet Airways,DEL,COK,2,0,13376,12,6,2600.67,1300
Multiple carriers,DEL,COK,1,0,6513,9,6,2084.71,920
Jet Airways,CCU,BLR,1,0,13731,24,5,2500.36,585
Jet Airways,CCU,BLR,1,1,7064,1,4,2500.36,1430
Jet Airways,BLR,DEL,1,0,16736,6,3,1971.87,805
Jet Airways,CCU,BLR,1,1,8586,15,5,2500.36,845
Multiple carriers,DEL,COK,1,0,11789,15,6,2201.6,780
IndiGo,CCU,BLR,0,0,5224,24,5,1547.27,155
IndiGo,DEL,COK,0,0,6834,15,5,2048.6,195
IndiGo,DEL,COK,1,0,6316,15,6,2201.6,570
Jet Airways,DEL,COK,2,0,11869,21,3,2220.78,1925
Air Asia,CCU,BLR,0,0,4384,6,3,1547.27,150
IndiGo,CCU,BLR,0,0,5644,21,4,1547.27,150
Air India,DEL,COK,2,0,19681,9,3,4043.05,1380
Multiple carriers,DEL,COK,1,0,13377,6,6,2201.6,930
Multiple carriers,DEL,COK,2,0,10090,9,3,2292.07,695
Jet Airways,BOM,HYD,2,0,20845,6,3,2435.51,1380
Vistara,BLR,DEL,0,0,4878,24,6,1709.71,155
IndiGo,BOM,HYD,0,0,2227,1,6,623.54,90
IndiGo,DEL,COK,1,0,6442,18,5,2084.71,515
SpiceJet,BLR,DEL,0,2,3257,27,5,1709.71,175
Jet Airways,BLR,DEL,0,1,7229,15,6,1709.71,165
Air India,CCU,BLR,2,0,15164,1,5,3728.94,1035
IndiGo,BLR,DEL,0,0,10067,24,3,1709.71,170
Air India,DEL,COK,0,0,5674,15,3,2048.6,180
Jet Airways,BLR,DEL,1,0,20800,1,3,1971.87,1220
IndiGo,DEL,COK,1,0,7144,18,5,2084.71,940
Air India,DEL,COK,0,0,6094,27,5,2048.6,170
Jet Airways,BOM,HYD,0,1,4050,18,5,623.54,90
SpiceJet,MAA,CCU,0,2,3859,24,6,1387.26,135
Jet Airways,DEL,COK,2,0,11664,21,3,2232.34,1950
Multiple carriers,DEL,COK,2,1,7731,6,3,2292.07,850
Jet Airways,CCU,BLR,1,0,12692,12,6,3022.67,575
Air India,DEL,COK,2,0,11307,18,5,2292.07,1210
Jet Airways,CCU,BLR,1,1,8586,9,6,2500.36,450
IndiGo,BLR,DEL,1,0,5746,21,3,1962.95,245
Multiple carriers,DEL,COK,1,0,13378,21,3,2201.6,675
Air India,BLR,DEL,0,0,7486,24,3,1709.71,165
SpiceJet,MAA,CCU,0,0,7298,6,3,1387.26,155
Multiple carriers,DEL,COK,1,0,7005,12,6,2201.6,560
IndiGo,CCU,BLR,0,0,4804,12,5,1547.27,155
IndiGo,DEL,COK,1,0,16162,9,3,2201.6,490
IndiGo,BLR,DEL,0,0,3419,24,4,1709.71,175
Air Asia,CCU,BLR,2,0,5192,1,5,3045.77,500
Air Asia,CCU,BLR,0,0,4409,15,4,1547.27,155
Jet Airways,BLR,DEL,0,0,7229,18,4,1709.71,180
IndiGo,BLR,DEL,1,0,5397,15,3,1722.67,295
Jet Airways,DEL,COK,1,1,6542,15,4,2201.6,300
GoAir,DEL,COK,1,0,5281,27,3,2201.6,535
Multiple carriers,DEL,COK,1,0,8266,6,6,2201.6,385
Jet Airways,DEL,COK,1,1,10262,12,6,2201.6,300
Vistara,CCU,BLR,1,0,11105,24,3,3022.67,1445
Jet Airways,BLR,DEL,0,1,4544,3,4,1709.71,180
Air India,CCU,BLR,0,0,4960,6,3,1547.27,150
Jet Airways,BLR,DEL,1,0,16736,6,3,1971.87,1210
Multiple carriers,DEL,COK,1,0,13377,1,6,2201.6,930
SpiceJet,BOM,HYD,0,0,2227,18,5,623.54,90
Air India,BOM,HYD,0,0,3100,15,3,623.54,80
Air India,BOM,HYD,0,0,3100,9,6,623.54,80
SpiceJet,CCU,BLR,0,0,3873,18,5,1547.27,155
IndiGo,BOM,HYD,0,0,5232,3,3,623.54,90
Jet Airways,BLR,DEL,0,1,3359,27,5,1709.71,185
IndiGo,BLR,DEL,0,0,6144,24,3,1709.71,175
IndiGo,DEL,COK,1,0,7725,6,3,2084.71,265
Air India,BLR,DEL,0,0,4441,24,3,1709.71,170
Jet Airways,CCU,BLR,1,1,8529,12,6,2500.36,775
Multiple carriers,DEL,COK,1,0,14973,3,3,2201.6,560
Jet Airways,CCU,BLR,1,0,14571,24,5,2500.36,685
SpiceJet,BLR,DEL,0,2,3257,3,6,1709.71,175
Jet Airways,BLR,DEL,1,1,11087,18,3,1971.87,365
SpiceJet,CCU,BLR,0,0,3873,1,4,1547.27,155
SpiceJet,BLR,DEL,0,0,4423,15,4,1709.71,170
Air India,DEL,COK,2,0,11753,3,6,2993.19,1245
Jet Airways,CCU,BLR,1,0,14571,24,5,2500.36,425
Multiple carriers,DEL,COK,1,0,8475,3,6,2201.6,900
Jet Airways,CCU,BLR,1,0,13941,1,5,2500.36,845
Jet Airways,DEL,COK,1,0,16079,21,5,2201.6,1395
Multiple carriers,DEL,COK,1,0,13399,6,3,2201.6,890
Air India,DEL,COK,2,0,9653,6,6,2263.95,1595
Jet Airways,DEL,COK,1,0,14714,6,6,2201.6,540
Air Asia,BLR,DEL,0,0,3383,18,6,1709.71,165
Jet Airways,BLR,DEL,1,0,22270,1,3,1971.87,1090
Vistara,MAA,CCU,0,0,5944,3,3,1387.26,135
Jet Airways,CCU,BLR,1,1,9663,12,5,2500.36,800
Multiple carriers,DEL,COK,1,0,7740,1,6,2201.6,560
Air India,CCU,BLR,1,0,7211,1,4,3022.67,1605
Jet Airways,BLR,DEL,0,0,7229,1,4,1709.71,185
IndiGo,CCU,BLR,0,0,4174,6,4,1547.27,155
Air India,CCU,BLR,0,0,5170,15,3,1547.27,150
Multiple carriers,DEL,COK,1,0,15135,3,3,2201.6,580
SpiceJet,CCU,BLR,1,0,4649,9,4,1654.62,315
Vistara,BLR,DEL,0,0,4668,1,5,1709.71,160
Air India,DEL,COK,1,0,7480,12,6,2278.33,765
Air India,BLR,DEL,0,0,6121,18,4,1709.71,165
Jet Airways,DEL,COK,2,0,15129,27,5,2263.95,1195
Air India,CCU,BLR,1,0,7452,6,5,2538.47,675
Jet Airways,CCU,BLR,1,1,10539,6,6,3022.67,1520
IndiGo,BLR,DEL,0,0,7648,3,3,1709.71,170
SpiceJet,BLR,DEL,0,0,3925,24,3,1709.71,175
IndiGo,MAA,CCU,0,0,3597,15,6,1387.26,140
Jet Airways,CCU,BLR,1,1,8586,1,5,2500.36,910
Air India,DEL,COK,2,0,13591,27,6,4043.05,1580
Multiple carriers,DEL,COK,1,0,9646,1,6,2084.71,545
Vistara,BLR,DEL,0,0,4668,6,5,1709.71,170
Air India,CCU,BLR,1,0,10203,9,5,3022.67,625
Air India,BLR,DEL,1,0,7932,24,3,2415.98,385
Air India,CCU,BLR,1,0,7893,1,4,2500.36,905
Jet Airways,DEL,COK,2,1,13029,9,5,2206.24,810
Jet Airways,DEL,COK,1,1,10262,12,6,2201.6,1655
IndiGo,CCU,BLR,1,0,3574,12,6,1662.88,265
Air Asia,DEL,COK,1,0,8759,3,6,2077.09,870
Jet Airways,BLR,DEL,1,1,13502,3,3,1971.87,1420
Air India,CCU,BLR,1,0,6528,18,5,1654.62,1440
Jet Airways,DEL,COK,1,1,6017,27,3,2201.6,800
Vistara,BLR,DEL,0,0,5613,9,4,1709.71,165
Jet Airways,BOM,HYD,0,0,8040,27,6,623.54,90
IndiGo,BLR,DEL,0,0,5694,24,3,1709.71,170
Jet Airways,DEL,COK,1,1,12898,21,5,2201.6,1530
Air Asia,CCU,BLR,1,0,5192,12,6,3022.67,710
Jet Airways,DEL,COK,1,0,14714,1,6,2201.6,1680
Jet Airways,BLR,DEL,1,0,13817,12,3,1971.87,1035
Jet Airways,DEL,COK,1,0,14714,15,6,2201.6,600
IndiGo,MAA,CCU,0,0,3597,12,5,1387.26,140
Air India,BLR,DEL,0,0,6121,9,5,1709.71,170
Air India,CCU,BLR,2,0,11642,9,6,2573.87,765
Jet Airways,DEL,COK,1,0,15764,6,3,2201.6,745
IndiGo,CCU,BLR,0,0,4804,1,6,1547.27,155
Air India,DEL,COK,2,0,13223,27,5,2993.19,500
IndiGo,MAA,CCU,0,0,3858,24,6,1387.26,145
Multiple carriers,DEL,COK,1,0,6795,3,6,2201.6,910
Air Asia,DEL,COK,1,0,8327,9,3,2077.09,330
Air India,DEL,COK,1,0,8907,21,5,2077.09,810
IndiGo,CCU,BLR,1,0,7095,9,6,2538.47,320
Air India,DEL,COK,1,0,6902,21,3,2201.6,640
Jet Airways,DEL,COK,2,1,13029,21,5,2206.24,1025
Air India,DEL,COK,1,0,8372,9,5,2201.6,555
Jet Airways,CCU,BLR,1,1,10844,24,5,2500.36,685
Air Asia,CCU,BLR,0,0,4384,6,3,1547.27,150
Jet Airways,CCU,BLR,1,0,12121,15,5,3022.67,750
Jet Airways,CCU,BLR,1,0,11467,21,5,3022.67,1730
IndiGo,BLR,DEL,0,0,6860,3,3,1709.71,175
Air India,DEL,COK,1,0,11241,15,6,2201.6,555
Jet Airways,CCU,BLR,1,0,13759,24,3,2500.36,1495
IndiGo,CCU,BLR,1,0,4226,1,5,1547.97,220
IndiGo,DEL,COK,1,0,9274,9,5,2201.6,570
Multiple carriers,DEL,COK,1,0,12192,27,6,2201.6,660
IndiGo,CCU,BLR,0,0,4804,9,6,1547.27,165
Jet Airways,DEL,COK,1,1,10262,27,6,2201.6,1505
Jet Airways,DEL,COK,1,1,10262,15,6,2201.6,1415
IndiGo,BOM,HYD,0,0,3175,9,6,623.54,90
Jet Airways,DEL,COK,1,1,12898,27,5,2201.6,1145
Jet Airways,DEL,COK,0,0,9564,21,6,2048.6,195
Jet Airways,DEL,COK,2,0,12819,27,6,2263.95,1775
Air India,CCU,BLR,2,0,15187,24,3,2578.2,1365
Air India,CCU,BLR,2,0,12802,24,5,3097.47,1700
IndiGo,CCU,BLR,0,0,4804,3,6,1547.27,155
SpiceJet,MAA,CCU,0,0,6300,9,3,1387.26,140
SpiceJet,CCU,BLR,0,0,3873,27,5,1547.27,150
IndiGo,CCU,BLR,0,0,5224,1,6,1547.27,155
Air India,BLR,DEL,0,0,5228,15,4,1709.71,170
Air India,BOM,HYD,1,0,8065,12,3,1289.77,1440
Air India,BLR,DEL,0,0,4441,3,4,1709.71,170
Multiple carriers,DEL,COK,1,0,7354,3,6,2201.6,520
Air India,DEL,COK,0,0,6094,21,5,2048.6,170
Jet Airways,CCU,BLR,1,1,7064,1,4,2500.36,960
Jet Airways,DEL,COK,2,0,13292,9,6,2232.34,1130
Jet Airways,DEL,COK,2,0,13376,12,6,2600.67,1320
Jet Airways,DEL,COK,2,1,7791,21,3,2220.78,1925
Air India,DEL,COK,1,0,7480,12,6,2278.33,1255
IndiGo,CCU,BLR,1,0,5069,15,5,1654.62,290
SpiceJet,BLR,DEL,0,2,3257,18,6,1709.71,170
Multiple carriers,DEL,COK,1,0,34273,9,5,2201.6,760
Jet Airways,DEL,COK,2,0,16704,18,5,2263.95,1430
Air India,CCU,BLR,2,0,11432,9,5,3295.61,895
Air India,BOM,HYD,0,0,4307,12,3,623.54,80
Jet Airways,DEL,COK,2,1,13029,27,5,2206.24,1025
Air India,BOM,HYD,0,0,3100,21,5,623.54,85
Jet Airways,CCU,BLR,1,1,10031,24,3,2500.36,1610
SpiceJet,CCU,BLR,0,2,3841,6,6,1547.27,155
Jet Airways,BLR,DEL,0,1,4030,15,5,1709.71,180
Air India,DEL,COK,2,0,10441,15,6,2993.19,1275
Jet Airways,DEL,COK,1,1,10262,3,6,2201.6,450
Jet Airways,BLR,DEL,0,0,7229,15,4,1709.71,175
IndiGo,BLR,DEL,0,0,8033,24,3,1709.71,170
IndiGo,DEL,COK,1,0,6818,15,6,2084.71,425
Multiple carriers,DEL,COK,1,0,7485,21,5,2201.6,735
SpiceJet,BLR,DEL,0,0,3971,3,6,1709.71,170
SpiceJet,MAA,CCU,0,0,3597,15,5,1387.26,140
Jet Airways,BOM,HYD,0,0,5678,18,3,623.54,90
Air India,CCU,BLR,1,0,8366,24,5,2500.36,1350
Air India,DEL,COK,2,0,11753,6,6,2993.19,500
SpiceJet,CCU,BLR,0,2,3841,24,6,1547.27,140
Vistara,CCU,BLR,1,0,9345,15,5,3022.67,385
Air India,CCU,BLR,2,0,15107,6,6,3023.86,1105
Multiple carriers,DEL,COK,1,0,9646,6,6,2084.71,925
Jet Airways,DEL,COK,1,1,10262,9,6,2201.6,1280
Jet Airways,DEL,COK,2,1,8456,27,3,2263.95,555
SpiceJet,CCU,BLR,0,2,3841,9,6,1547.27,140
Multiple carriers,DEL,COK,1,0,12537,27,3,2201.6,375
IndiGo,CCU,BLR,0,0,4804,6,6,1547.27,155
Multiple carriers,DEL,COK,1,0,7005,6,6,2201.6,640
Multiple carriers,DEL,COK,1,0,13587,15,6,2201.6,835
Jet Airways,BOM,HYD,0,1,4050,12,5,623.54,85
IndiGo,CCU,BLR,0,0,4148,21,3,1547.27,165
IndiGo,MAA,CCU,0,0,3850,1,5,1387.26,145
IndiGo,BLR,DEL,0,0,4591,27,4,1709.71,165
Jet Airways,BLR,DEL,0,0,8016,18,6,1709.71,180
IndiGo,CCU,BLR,0,0,4804,18,5,1547.27,150
Jet Airways,CCU,BLR,1,0,13941,18,5,2500.36,1590
IndiGo,DEL,COK,1,0,7006,21,5,2201.6,860
Air India,CCU,BLR,3,0,14015,12,5,4205.65,805
Jet Airways,BLR,DEL,1,1,11087,12,3,1971.87,525
IndiGo,DEL,COK,1,0,5647,9,3,2084.71,320
IndiGo,DEL,COK,1,0,8745,21,5,2130.78,305
Jet Airways,BLR,DEL,0,0,8016,1,6,1709.71,165
Jet Airways,DEL,COK,0,1,7202,9,6,2048.6,195
Jet Airways,DEL,COK,1,1,5963,21,3,2201.6,1610
Multiple carriers,DEL,COK,1,0,9646,6,6,2084.71,765
Air India,BOM,HYD,0,0,3100,21,6,623.54,90
IndiGo,CCU,BLR,0,0,4148,9,3,1547.27,155
IndiGo,BLR,DEL,0,0,4823,1,5,1709.71,175
SpiceJet,CCU,BLR,0,2,3841,6,4,1547.27,150
Jet Airways,DEL,COK,2,0,13014,3,6,2206.24,560
Jet Airways,DEL,COK,1,1,10262,9,6,2201.6,1570
Air India,BOM,HYD,0,0,2575,27,3,623.54,80
Jet Airways,BLR,DEL,1,0,19225,6,3,1971.87,435
IndiGo,CCU,BLR,0,0,4174,6,4,1547.27,155
GoAir,DEL,COK,1,0,7870,6,6,2201.6,310
Air India,DEL,COK,1,0,7934,21,3,2201.6,375
Jet Airways,DEL,COK,2,0,11360,21,3,2220.78,485
IndiGo,DEL,COK,1,0,6442,27,6,2084.71,560
Jet Airways,DEL,COK,1,1,10262,3,6,2201.6,450
Multiple carriers,DEL,COK,1,0,6732,27,3,2201.6,465
Vistara,BLR,DEL,0,0,4668,9,6,1709.71,170
IndiGo,DEL,COK,1,0,6258,21,4,2077.09,345
Multiple carriers,DEL,COK,1,0,16108,15,6,2201.6,730
IndiGo,DEL,COK,1,0,14871,6,3,2201.6,400
Air Asia,BLR,DEL,0,0,4483,9,4,1709.71,170
Jet Airways,CCU,BLR,1,1,8066,12,5,3022.67,1630
SpiceJet,CCU,BLR,1,0,9946,9,6,2311.75,435
IndiGo,DEL,COK,1,0,6027,21,5,2077.09,340
Jet Airways,DEL,COK,1,1,10262,9,6,2201.6,825
Jet Airways,CCU,BLR,1,1,10844,9,6,2500.36,1265
Jet Airways,CCU,BLR,1,1,8586,15,5,2500.36,425
IndiGo,DEL,COK,0,0,6015,27,5,2048.6,195
IndiGo,BLR,DEL,0,0,4990,18,4,1709.71,170
Jet Airways,CCU,BLR,1,1,10844,12,5,2500.36,1150
Multiple carriers,DEL,COK,1,0,13377,6,6,2201.6,840
Air India,DEL,COK,2,0,12257,9,6,2206.24,1470
IndiGo,CCU,BLR,0,0,4804,27,5,1547.27,155
Vistara,BLR,DEL,1,0,10008,9,3,1977.76,915
IndiGo,MAA,CCU,0,0,3597,1,5,1387.26,140
IndiGo,BLR,DEL,0,0,3419,6,5,1709.71,170
Jet Airways,DEL,COK,1,0,16289,27,5,2201.6,715
Jet Airways,CCU,BLR,1,1,10844,18,5,2500.36,1170
Multiple carriers,DEL,COK,1,0,9526,1,6,2201.6,535
Jet Airways,CCU,BLR,1,1,8849,1,4,2500.36,730
