Airline,Source,Dest,Route Map,Stops,Info,Price,Day,Month,Distance(km),Dep_Hr,Dep_Min,Duration_Hr,Duration_Min
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13727,15,5,2201.6,13,00,12,30
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,11087,18,3,1971.87,11,40,21,50
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,1,10368,15,6,2206.24,09,40,18,45
Jet Airways,BLR,DEL,BLR → DEL,0,1,7229,1,6,1709.71,06,00,2,45
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,15,6,2201.6,18,15,24,45
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,15,4,1709.71,20,00,2,50
IndiGo,CCU,BLR,CCU → BLR,0,0,4804,24,5,1547.27,04,40,2,35
IndiGo,DEL,COK,DEL → PNQ → COK,1,0,10112,6,6,2130.78,23,30,5,5
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,27,5,1709.71,06,00,2,45
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,13067,24,5,3022.67,17,00,29,5
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,14714,3,6,2201.6,14,00,14,25
Air India,DEL,COK,DEL → BLR → COK,1,0,8907,3,6,2077.09,09,45,13,15
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,9,4,1709.71,11,10,2,55
Multiple carriers,DEL,COK,DEL → IXU → BOM → COK,2,0,24528,3,3,2325.49,17,50,7,45
IndiGo,DEL,COK,DEL → BOM → COK,1,0,6838,3,6,2201.6,04,55,16,5
Multiple carriers,DEL,COK,DEL → BOM → COK,1,1,10406,12,6,2201.6,07,05,13,55
Vistara,BOM,HYD,BOM → DEL → HYD,1,0,12395,6,3,2404.77,21,55,11,30
Air India,CCU,BLR,CCU → DEL → BLR,1,0,10203,6,5,3022.67,20,30,23,55
IndiGo,BOM,HYD,BOM → HYD,0,0,4049,12,5,623.54,06,25,1,30
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,13401,9,6,3022.67,20,25,21,35
Air India,DEL,COK,DEL → JAI → BOM → COK,2,0,9968,9,5,2206.24,12,00,19,40
Jet Airways,BOM,HYD,BOM → HYD,0,0,8040,6,5,623.54,10,20,1,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,6427,27,3,2201.6,15,15,10,20
IndiGo,MAA,CCU,MAA → CCU,0,0,5277,6,5,1387.26,22,05,2,20
Jet Airways,BOM,HYD,BOM → HYD,0,1,2228,1,4,623.54,02,55,1,25
Vistara,BLR,DEL,BLR → DEL,0,0,5613,24,5,1709.71,21,00,2,50
IndiGo,CCU,BLR,CCU → MAA → BLR,1,0,6669,12,5,1654.62,17,35,4,40
Vistara,MAA,CCU,MAA → CCU,0,0,11982,15,5,1387.26,17,45,2,20
Jet Airways,CCU,BLR,CCU → BOM → PNQ → BLR,2,1,10118,21,5,2512.92,06,30,24,55
IndiGo,CCU,BLR,CCU → BLR,0,0,4148,15,3,1547.27,21,25,2,40
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,18371,9,6,2201.6,02,15,10,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13587,12,6,2201.6,11,30,9,30
Air India,DEL,COK,DEL → HYD → BOM → COK,2,0,12760,6,6,2955.43,17,15,26,0
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,1,10368,6,6,2206.24,09,40,18,45
IndiGo,BOM,HYD,BOM → HYD,0,0,3175,1,6,623.54,02,35,1,30
SpiceJet,MAA,CCU,MAA → CCU,0,0,3597,9,5,1387.26,09,45,2,15
Multiple carriers,DEL,COK,DEL → BOM → COK,1,1,6733,27,5,2201.6,11,30,14,0
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,12192,1,6,2201.6,03,50,8,45
Jet Airways,DEL,COK,DEL → AMD → BOM → COK,2,0,15129,27,5,2263.95,19,10,23,50
Vistara,BLR,DEL,BLR → DEL,0,0,4668,12,5,1709.71,11,30,2,50
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,27,6,2201.6,17,30,19,5
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,0,15129,18,5,2206.24,09,40,18,45
Multiple carriers,DEL,COK,DEL → HYD → COK,1,0,7878,3,6,2084.71,07,10,15,20
Jet Airways,BOM,HYD,BOM → HYD,0,0,8040,18,3,623.54,10,20,1,30
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12373,9,5,2201.6,02,15,10,20
Air India,DEL,COK,DEL → HYD → BOM → COK,2,0,12392,18,5,2955.43,17,15,26,0
IndiGo,MAA,CCU,MAA → CCU,0,0,5277,18,5,1387.26,22,05,2,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7888,21,5,2201.6,13,00,8,0
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,9001,3,6,2201.6,08,45,10,30
IndiGo,BOM,HYD,BOM → HYD,0,0,4049,21,3,623.54,06,20,1,25
IndiGo,MAA,CCU,MAA → CCU,0,0,4326,24,3,1387.26,05,15,2,20
IndiGo,BLR,DEL,BLR → DEL,0,0,4777,09,3,1709.71,23,30,2,50
IndiGo,DEL,COK,DEL → BOM → COK,1,0,6838,21,3,2201.6,11,30,9,30
IndiGo,DEL,COK,DEL → MAA → COK,1,0,6582,6,6,2278.33,07,15,5,15
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,1,6,2201.6,21,50,14,45
Air Asia,BLR,DEL,BLR → DEL,0,7,10873,01,3,1709.71,23,25,2,45
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,27,6,2201.6,02,15,10,20
IndiGo,CCU,BLR,CCU → BLR,0,0,4148,27,3,1547.27,05,30,2,50
IndiGo,DEL,COK,DEL → HYD → MAA → COK,2,0,6494,27,3,2292.07,11,55,9,25
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12898,21,5,2201.6,10,00,26,35
Air India,DEL,COK,DEL → AMD → BOM → COK,2,0,9968,9,6,2263.95,05,00,38,15
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12898,21,5,2201.6,15,00,13,25
Multiple carriers,DEL,COK,DEL → HYD → COK,1,0,7740,24,5,2084.71,14,55,7,35
Air India,CCU,BLR,CCU → GAU → BLR,1,0,7452,9,5,2538.47,09,50,11,15
Jet Airways,BOM,HYD,BOM → HYD,0,1,4160,21,3,623.54,07,10,1,25
IndiGo,BLR,DEL,BLR → DEL,0,0,4823,27,5,1709.71,08,30,2,50
Air India,DEL,COK,DEL → GOI → BOM → COK,2,0,13486,18,5,2993.19,10,55,8,20
Jet Airways,BLR,DEL,BLR → DEL,0,1,4544,27,4,1709.71,18,55,3,5
Air India,DEL,COK,DEL → HYD → MAA → COK,2,0,10975,21,5,2292.07,09,45,23,40
IndiGo,MAA,CCU,MAA → CCU,0,0,3858,3,5,1387.26,14,45,2,20
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,0,15129,6,5,2206.24,05,30,22,55
Air India,DEL,COK,DEL → HYD → MAA → COK,2,0,10975,15,6,2292.07,09,45,23,40
Air Asia,DEL,COK,DEL → BLR → COK,1,0,6752,9,5,2077.09,16,45,5,40
Air Asia,CCU,BLR,CCU → BLR,0,0,3807,18,6,1547.27,09,45,2,30
Air India,DEL,COK,DEL → MAA → COK,1,0,13832,6,3,2278.33,12,30,20,55
Jet Airways,BLR,DEL,BLR → DEL,0,1,4544,6,4,1709.71,18,55,3,5
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14571,6,6,2500.36,18,55,13,20
Vistara,MAA,CCU,MAA → CCU,0,0,11982,24,6,1387.26,17,45,2,20
Jet Airways,BOM,HYD,BOM → HYD,0,0,8040,1,5,623.54,07,05,1,25
Vistara,BLR,DEL,BLR → DEL,0,0,11913,18,3,1709.71,16,00,2,35
Air Asia,CCU,BLR,CCU → BBI → BLR,1,0,5162,24,5,1547.97,06,50,3,40
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,0,13014,15,6,2206.24,09,40,26,55
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,8586,18,5,2500.36,21,10,7,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,10197,21,5,2201.6,08,00,11,0
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,8610,1,5,3022.67,17,00,27,20
Air Asia,BLR,DEL,BLR → DEL,0,0,7120,1,6,1709.71,23,55,2,50
Air India,DEL,COK,DEL → RPR → NAG → BOM → COK,3,0,10703,9,5,2971.24,05,15,38,0
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,1,6,2201.6,09,00,19,25
Jet Airways,DEL,COK,DEL → IDR → BOM → COK,2,1,11507,27,6,2232.34,05,30,13,30
IndiGo,BLR,DEL,BLR → DEL,0,0,3943,6,6,1709.71,21,15,3,0
Jet Airways,DEL,COK,DEL → IDR → BOM → COK,2,0,13292,15,6,2232.34,09,35,27,0
IndiGo,BLR,DEL,BLR → IDR → DEL,1,0,7166,21,3,1740.3,13,40,4,55
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,15,6,2201.6,13,00,6,0
Air Asia,DEL,COK,DEL → BLR → COK,1,0,6152,12,6,2077.09,20,45,10,25
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,10703,15,5,3022.67,09,35,12,30
Jet Airways,BLR,DEL,BLR → DEL,0,1,4030,21,5,1709.71,07,10,3,0
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,17057,6,3,2201.6,17,30,8,5
IndiGo,MAA,CCU,MAA → CCU,0,0,3850,18,6,1387.26,07,55,2,20
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14388,6,5,2500.36,20,00,13,20
IndiGo,DEL,COK,DEL → MAA → COK,1,0,4744,3,4,2278.33,02,00,5,25
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,1,6,2201.6,17,30,19,5
Air India,BLR,DEL,BLR → DEL,0,0,7591,03,3,1709.71,21,10,2,45
Air Asia,DEL,COK,DEL → BLR → COK,1,0,6152,27,5,2077.09,07,55,14,30
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,15025,06,3,1971.87,08,55,24,5
IndiGo,BOM,HYD,BOM → HYD,0,0,6795,3,3,623.54,16,55,1,30
Air India,CCU,BLR,CCU → DEL → BLR,1,0,10623,24,5,3022.67,17,30,26,55
IndiGo,MAA,CCU,MAA → CCU,0,0,3850,24,5,1387.26,07,55,2,20
Jet Airways,DEL,COK,DEL → AMD → BOM → COK,2,1,6643,21,3,2263.95,19,10,23,40
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,1,5,2500.36,14,05,8,30
Air India,DEL,COK,DEL → AMD → BOM → COK,2,0,10441,27,5,2263.95,19,45,23,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13377,27,6,2201.6,17,30,8,0
Air India,DEL,COK,DEL → JDH → BOM → COK,2,0,13696,18,5,2335.87,12,55,30,20
IndiGo,BLR,DEL,BLR → DEL,0,0,3943,3,6,1709.71,00,25,2,50
Air India,DEL,COK,DEL → AMD → BOM → COK,2,0,9443,24,6,2263.95,19,45,23,30
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,0,13014,1,6,2206.24,05,30,22,55
Air India,BLR,DEL,BLR → HYD → VGA → DEL,2,0,8114,24,3,2109.51,17,00,29,55
SpiceJet,DEL,COK,DEL → MAA → COK,1,0,5583,24,6,2278.33,06,05,5,15
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,13817,12,3,1971.87,16,55,15,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,6953,27,3,2201.6,12,50,6,25
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,6637,27,3,2201.6,10,20,10,40
IndiGo,CCU,BLR,CCU → BLR,0,0,4174,3,4,1547.27,09,35,2,45
Air India,DEL,COK,DEL → HYD → MAA → COK,2,0,8140,21,3,2292.07,09,45,23,40
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,13817,12,3,1971.87,07,00,16,0
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,6,6,2201.6,09,00,10,0
IndiGo,DEL,COK,DEL → BLR → COK,1,0,6496,18,5,2077.09,15,10,4,50
IndiGo,DEL,COK,DEL → PNQ → COK,1,0,10112,15,6,2130.78,23,30,5,5
Air India,DEL,COK,DEL → HYD → MAA → COK,2,0,10467,27,5,2292.07,13,15,20,10
IndiGo,DEL,COK,DEL → BOM → COK,1,0,6206,1,6,2201.6,10,35,14,55
Air India,CCU,BLR,CCU → BBI → BOM → BLR,2,0,10151,24,5,2578.2,12,00,30,30
IndiGo,CCU,BLR,CCU → BLR,0,0,4804,12,6,1547.27,15,15,2,30
GoAir,BLR,DEL,BLR → DEL,0,0,5048,24,3,1709.71,07,45,2,55
Jet Airways,BOM,HYD,BOM → HYD,0,1,4050,6,6,623.54,02,55,1,25
SpiceJet,BLR,DEL,BLR → DEL,0,2,3919,1,6,1709.71,09,30,2,50
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,11841,9,6,2500.36,21,10,11,5
IndiGo,DEL,COK,DEL → BOM → COK,1,0,5065,24,4,2201.6,20,25,5,5
Air India,CCU,BLR,CCU → BBI → BOM → BLR,2,0,9626,9,5,2578.2,12,00,30,30
IndiGo,BLR,DEL,BLR → DEL,0,0,3419,27,6,1709.71,22,10,2,50
Air India,CCU,BLR,CCU → GAU → IMF → DEL → BLR,3,0,14960,9,6,4205.65,09,50,13,25
IndiGo,BLR,DEL,BLR → DEL,0,0,3943,9,6,1709.71,21,15,3,0
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,14323,9,5,2201.6,09,00,10,15
Air India,CCU,BLR,CCU → BOM → COK → BLR,2,0,11752,9,6,3097.47,16,50,20,55
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7677,6,6,2201.6,08,30,10,45
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,14067,24,5,2201.6,13,00,8,0
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14781,1,5,2500.36,21,10,12,10
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,11467,15,5,3022.67,17,00,21,25
Jet Airways,DEL,COK,DEL → ATQ → BOM → COK,2,0,16263,21,5,2895.09,20,00,8,25
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12373,18,5,2201.6,19,15,9,10
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7005,15,6,2201.6,12,50,8,10
IndiGo,DEL,COK,DEL → BLR → COK,1,0,7580,18,5,2077.09,05,10,4,55
Air India,DEL,COK,DEL → GOI → BOM → COK,2,0,10441,18,5,2993.19,22,00,21,15
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,18,5,1709.71,17,45,3,0
IndiGo,DEL,COK,DEL → BOM → COK,1,0,6093,9,4,2201.6,06,40,14,20
SpiceJet,CCU,BLR,CCU → BLR,0,0,3873,15,6,1547.27,06,55,2,35
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,24,6,2201.6,21,50,6,35
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,13364,1,4,2500.36,14,05,9,30
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12373,15,5,2201.6,02,15,10,20
SpiceJet,BOM,HYD,BOM → HYD,0,2,1965,12,5,623.54,22,45,1,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7005,6,6,2201.6,12,50,8,10
Air India,BLR,DEL,BLR → DEL,0,0,4441,18,3,1709.71,10,00,2,45
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,11098,21,3,2201.6,04,45,14,5
IndiGo,DEL,COK,DEL → BOM → COK,1,0,7318,21,5,2201.6,09,15,16,15
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,12767,21,3,2201.6,07,05,21,20
SpiceJet,CCU,BLR,CCU → IXB → BLR,1,0,10654,24,3,2311.75,15,55,5,20
SpiceJet,DEL,COK,DEL → MAA → COK,1,0,6297,9,6,2278.33,15,45,6,20
Multiple carriers,DEL,COK,DEL → HYD → COK,1,0,11265,3,3,2084.71,09,45,6,25
Air India,BOM,HYD,BOM → AMD → ISK → HYD,2,0,11972,6,3,1385.67,17,20,2,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,13587,9,6,2201.6,07,05,13,55
IndiGo,CCU,BLR,CCU → BLR,0,0,4804,3,6,1547.27,17,15,2,35
Air India,CCU,BLR,CCU → BOM → HBX → BLR,2,0,8366,1,5,2513.88,09,25,8,55
Air India,CCU,BLR,CCU → BOM → BLR,1,0,8366,18,5,2500.36,09,25,22,30
Air India,CCU,BLR,CCU → JAI → BOM → BLR,2,0,10697,18,5,3102.91,08,20,13,30
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,0,15129,21,5,2206.24,05,30,13,30
IndiGo,MAA,CCU,MAA → CCU,0,0,3858,18,5,1387.26,14,45,2,20
Jet Airways,BLR,DEL,BLR → DEL,0,0,7229,6,4,1709.71,18,55,3,5
IndiGo,DEL,COK,DEL → BOM → COK,1,0,6937,27,4,2201.6,16,00,5,0
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,14714,24,6,2201.6,14,00,5,0
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,9134,15,3,1971.87,05,45,10,25
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10577,3,6,2201.6,07,05,11,55
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14388,6,5,2500.36,20,00,14,5
Air India,DEL,COK,DEL → BLR → COK,1,0,8991,12,6,2077.09,13,30,18,45
Air India,DEL,COK,DEL → JDH → BOM → COK,2,0,12436,27,5,2335.87,12,55,30,20
Air India,BLR,DEL,BLR → BOM → BHO → DEL,2,0,12515,12,3,2079.22,06,45,26,40
SpiceJet,DEL,COK,DEL → MAA → COK,1,0,5583,15,6,2278.33,15,45,6,20
Air India,DEL,COK,DEL → BOM → COK,1,0,10840,9,3,2201.6,23,00,8,40
Jet Airways,DEL,COK,DEL → ATQ → BOM → COK,2,0,14300,27,6,2895.09,12,15,24,20
SpiceJet,BLR,DEL,BLR → DEL,0,2,5515,18,4,1709.71,21,10,2,55
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,10844,15,5,2500.36,14,05,6,40
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,11134,24,3,2500.36,16,55,16,20
Air India,BLR,DEL,BLR → DEL,0,0,6121,24,4,1709.71,10,00,2,45
Air India,CCU,BLR,CCU → BBI → BOM → BLR,2,0,10676,21,5,2578.2,12,00,19,55
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,14781,1,5,2500.36,16,30,6,5
Jet Airways,BLR,DEL,BLR → DEL,0,1,4544,6,4,1709.71,19,50,3,0
GoAir,BLR,DEL,BLR → DEL,0,0,4632,6,4,1709.71,07,45,2,55
Jet Airways,DEL,COK,DEL → AMD → BOM → COK,2,0,10929,21,3,2263.95,19,10,33,15
Air Asia,CCU,BLR,CCU → BLR,0,0,4409,21,4,1547.27,10,20,2,35
SpiceJet,CCU,BLR,CCU → BLR,0,0,3873,1,5,1547.27,06,55,2,35
Jet Airways,BLR,DEL,BLR → DEL,0,1,4030,27,5,1709.71,07,10,3,0
Air Asia,CCU,BLR,CCU → BLR,0,0,3807,9,5,1547.27,22,50,2,30
Air India,CCU,BLR,CCU → DEL → COK → BLR,2,0,12140,12,5,3728.94,10,00,15,20
SpiceJet,CCU,BLR,CCU → BLR,0,0,4096,6,3,1547.27,09,00,2,30
Jet Airways,DEL,COK,DEL → ATQ → BOM → COK,2,0,14300,15,6,2895.09,18,20,18,15
Multiple carriers,DEL,COK,DEL → BOM → COK,1,1,6007,27,6,2201.6,11,40,9,20
IndiGo,CCU,BLR,CCU → BLR,0,0,4174,1,4,1547.27,14,25,2,30
SpiceJet,MAA,CCU,MAA → CCU,0,0,3597,21,6,1387.26,17,45,2,20
Air India,DEL,COK,DEL → JAI → BOM → COK,2,0,9548,24,6,2206.24,12,00,7,15
Air India,BLR,DEL,BLR → BOM → DEL,1,0,8714,15,3,1971.87,08,50,6,25
Vistara,CCU,BLR,CCU → DEL → BLR,1,0,8085,12,6,3022.67,17,00,27,20
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,1,10368,3,6,2206.24,19,30,8,55
Air India,DEL,COK,DEL → HYD → MAA → COK,2,0,10975,27,6,2292.07,07,05,26,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7670,9,5,2201.6,07,30,13,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,8073,15,5,2201.6,18,00,7,30
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,0,13817,12,3,1971.87,22,55,11,50
IndiGo,CCU,BLR,CCU → HYD → BLR,1,0,3574,9,4,1662.88,19,20,4,25
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,15554,9,5,2201.6,21,50,6,35
Air India,DEL,COK,DEL → BOM → COK,1,0,6692,27,3,2201.6,21,00,22,15
SpiceJet,BOM,HYD,BOM → HYD,0,2,1965,15,6,623.54,22,45,1,30
IndiGo,BOM,HYD,BOM → HYD,0,0,2227,24,6,623.54,20,05,1,35
IndiGo,MAA,CCU,MAA → CCU,0,0,3597,9,6,1387.26,14,45,2,20
Jet Airways,DEL,COK,DEL → BOM → COK,1,0,14714,6,6,2201.6,14,00,14,25
SpiceJet,CCU,BLR,CCU → BLR,0,0,4622,9,3,1547.27,17,15,2,30
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,0,15129,1,5,2206.24,05,30,22,55
IndiGo,MAA,CCU,MAA → CCU,0,0,5277,15,6,1387.26,22,05,2,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,11667,27,3,2201.6,09,00,9,50
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,10539,9,6,3022.67,17,00,26,10
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,0,11467,9,5,3022.67,20,25,18,0
Air India,DEL,COK,DEL → MAA → COK,1,0,7480,12,6,2278.33,17,20,16,5
GoAir,BLR,DEL,BLR → DEL,0,0,3419,24,4,1709.71,20,55,2,45
IndiGo,DEL,COK,DEL → BOM → COK,1,0,5684,27,6,2201.6,10,35,14,55
IndiGo,CCU,BLR,CCU → NAG → BLR,1,0,6218,12,6,1874.71,18,05,5,25
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,1,6959,12,6,2500.36,20,00,8,40
Vistara,BLR,DEL,BLR → DEL,0,0,4878,12,6,1709.71,19,30,2,45
Air India,CCU,BLR,CCU → DEL → AMD → BLR,2,0,12219,1,4,3290.72,07,00,22,25
Jet Airways,CCU,BLR,CCU → DEL → BLR,1,1,12384,21,5,3022.67,20,25,13,20
Jet Airways,DEL,COK,DEL → COK,0,1,7202,15,6,2048.6,11,00,3,15
SpiceJet,CCU,BLR,CCU → BLR,0,0,4174,1,6,1547.27,17,10,2,30
Air India,BOM,HYD,BOM → HYD,0,0,3100,12,5,623.54,15,00,1,25
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,7832,21,3,1971.87,08,55,6,20
Multiple carriers,DEL,COK,DEL → HYD → COK,1,0,6723,9,6,2084.71,14,55,7,35
Air India,CCU,BLR,CCU → JAI → BOM → BLR,2,0,10697,6,6,3102.91,08,20,23,35
SpiceJet,CCU,BLR,CCU → BLR,0,2,3841,1,6,1547.27,22,20,2,20
Air India,CCU,BLR,CCU → GAU → DEL → BLR,2,0,9920,1,4,3664.88,16,45,19,15
IndiGo,BLR,DEL,BLR → DEL,0,0,12649,01,3,1709.71,18,25,2,55
IndiGo,DEL,COK,DEL → BOM → COK,1,0,6093,6,6,2201.6,11,25,9,35
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,0,15129,27,5,2206.24,05,30,22,55
Jet Airways,BLR,DEL,BLR → DEL,0,1,4544,27,4,1709.71,17,45,3,0
Air India,CCU,BLR,CCU → BLR,0,0,5170,27,3,1547.27,14,15,2,30
IndiGo,BOM,HYD,BOM → HYD,0,0,2754,9,6,623.54,02,35,1,30
Air India,BOM,HYD,BOM → HYD,0,0,3100,12,6,623.54,13,55,1,30
Air India,CCU,BLR,CCU → GAU → DEL → BLR,2,0,9237,1,4,3664.88,16,45,30,30
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,7198,15,6,2201.6,13,00,12,30
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,1,6,2201.6,11,30,25,5
SpiceJet,DEL,COK,DEL → MAA → COK,1,0,5111,27,3,2278.33,15,55,6,0
Air India,DEL,COK,DEL → GOI → BOM → COK,2,0,10441,27,6,2993.19,22,00,21,15
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,10261,1,6,2201.6,08,45,10,30
IndiGo,MAA,CCU,MAA → CCU,0,0,6297,9,3,1387.26,19,35,2,20
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,12192,15,6,2201.6,03,50,15,10
IndiGo,BLR,DEL,BLR → DEL,0,0,3943,15,6,1709.71,10,10,2,50
Jet Airways,DEL,COK,DEL → BHO → BOM → COK,2,0,16274,27,5,2308.95,05,30,7,5
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,12898,21,5,2201.6,07,05,5,30
SpiceJet,BLR,DEL,BLR → DEL,0,0,3311,15,5,1709.71,05,55,2,40
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,9103,21,5,2201.6,04,55,7,40
IndiGo,CCU,BLR,CCU → BLR,0,0,4148,15,3,1547.27,22,10,2,45
IndiGo,CCU,BLR,CCU → BLR,0,0,5224,9,6,1547.27,15,30,2,35
IndiGo,CCU,BLR,CCU → BLR,0,0,4804,9,5,1547.27,04,40,2,35
IndiGo,MAA,CCU,MAA → CCU,0,0,3597,6,6,1387.26,19,35,2,20
IndiGo,CCU,BLR,CCU → BLR,0,0,4804,27,6,1547.27,11,30,2,35
Jet Airways,BOM,HYD,BOM → HYD,0,1,4995,6,5,623.54,10,20,1,30
SpiceJet,CCU,BLR,CCU → BLR,0,0,3873,9,4,1547.27,09,00,2,25
Jet Airways,DEL,COK,DEL → BOM → COK,1,1,10262,1,6,2201.6,15,00,13,25
Jet Airways,BOM,HYD,BOM → HYD,0,1,3210,18,6,623.54,19,35,1,30
GoAir,DEL,COK,DEL → HYD → COK,1,0,6276,9,6,2084.71,07,30,6,5
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,9134,09,3,1971.87,21,25,10,50
Jet Airways,BLR,DEL,BLR → BOM → DEL,1,1,11087,12,3,1971.87,18,55,18,20
Jet Airways,CCU,BLR,CCU → BOM → BLR,1,0,13941,1,5,2500.36,14,05,14,35
Air India,DEL,COK,DEL → COK,0,0,5201,3,6,2048.6,05,10,2,50
IndiGo,DEL,COK,DEL → HYD → COK,1,0,6171,24,4,2084.71,05,05,11,5
Air Asia,CCU,BLR,CCU → BLR,0,0,5964,1,3,1547.27,19,35,2,30
Jet Airways,DEL,COK,DEL → AMD → BOM → COK,2,0,15129,27,5,2263.95,19,10,23,50
Jet Airways,DEL,COK,DEL → JAI → BOM → COK,2,1,13029,18,5,2206.24,09,40,26,55
Jet Airways,BLR,DEL,BLR → DEL,0,1,4030,27,5,1709.71,08,20,3,0
GoAir,CCU,BLR,CCU → AMD → BLR,1,0,10586,18,5,2842.31,16,40,7,35
Air India,BOM,HYD,BOM → JAI → DEL → HYD,2,0,17926,6,3,2409.41,11,35,31,50
Jet Airways,DEL,COK,DEL → COK,0,0,9564,6,6,2048.6,11,00,3,15
Jet Airways,CCU,BLR,CCU → GAU → BLR,1,0,8355,15,5,2538.47,10,20,7,15
Multiple carriers,DEL,COK,DEL → BOM → COK,1,0,6795,6,6,2201.6,10,20,15,10
